Image_ID,Class,Source,URL,Frame_number
890,fight,twitter_video,https://video.twimg.com/ext_tw_video/1236271574480805892/pu/vid/480x848/eswwQxVy7ianHHOM.mp4,4
891,fight,twitter_video,https://video.twimg.com/ext_tw_video/1236287478929281028/pu/vid/612x1080/etgit0sP-qfmdVnE.mp4,0
892,fight,twitter_video,https://video.twimg.com/ext_tw_video/1236287478929281028/pu/vid/612x1080/etgit0sP-qfmdVnE.mp4,4
893,fight,twitter_video,https://video.twimg.com/ext_tw_video/1236288621256290304/pu/vid/480x270/mny3lamHiX9wCB7u.mp4,2
894,fight,twitter_video,https://video.twimg.com/ext_tw_video/1236288621256290304/pu/vid/480x270/mny3lamHiX9wCB7u.mp4,3
895,fight,twitter_video,https://video.twimg.com/ext_tw_video/1236288621256290304/pu/vid/480x270/mny3lamHiX9wCB7u.mp4,5
896,fight,twitter_video,https://video.twimg.com/ext_tw_video/1236288621256290304/pu/vid/480x270/mny3lamHiX9wCB7u.mp4,8
897,fight,twitter_video,https://video.twimg.com/ext_tw_video/1236289901169201152/pu/vid/720x720/469RI1AFw6-f2J9X.mp4,0
898,fight,twitter_video,https://video.twimg.com/ext_tw_video/1236289901169201152/pu/vid/720x720/469RI1AFw6-f2J9X.mp4,1
899,fight,twitter_video,https://video.twimg.com/ext_tw_video/1236289901169201152/pu/vid/720x720/469RI1AFw6-f2J9X.mp4,4
900,fight,twitter_video,https://video.twimg.com/ext_tw_video/1236289901169201152/pu/vid/720x720/469RI1AFw6-f2J9X.mp4,5
901,fight,twitter_video,https://video.twimg.com/ext_tw_video/1236340498358566912/pu/vid/360x360/YRtDHmifoM5ippxa.mp4,6
902,fight,twitter_video,https://video.twimg.com/ext_tw_video/1236375714959671301/pu/vid/592x1280/MuXZ4XQ3mKYefwhP.mp4,2
903,fight,twitter_video,https://video.twimg.com/ext_tw_video/1236375714959671301/pu/vid/592x1280/MuXZ4XQ3mKYefwhP.mp4,4
904,fight,twitter_video,https://video.twimg.com/ext_tw_video/1236375714959671301/pu/vid/592x1280/MuXZ4XQ3mKYefwhP.mp4,5
905,fight,twitter_video,https://video.twimg.com/ext_tw_video/1236375714959671301/pu/vid/592x1280/MuXZ4XQ3mKYefwhP.mp4,9
906,fight,twitter_video,https://video.twimg.com/ext_tw_video/1236446831988682754/pu/vid/612x1080/HMwl8G9Yh_RciwDA.mp4,1
907,fight,twitter_video,https://video.twimg.com/ext_tw_video/1236446831988682754/pu/vid/612x1080/HMwl8G9Yh_RciwDA.mp4,2
908,fight,twitter_video,https://video.twimg.com/ext_tw_video/1236446831988682754/pu/vid/612x1080/HMwl8G9Yh_RciwDA.mp4,4
909,fight,twitter_video,https://video.twimg.com/ext_tw_video/1236553573196054528/pu/vid/406x720/HAZ5TpSGyFZky-8P.mp4,0
910,fight,twitter_video,https://video.twimg.com/ext_tw_video/1236553573196054528/pu/vid/406x720/HAZ5TpSGyFZky-8P.mp4,6
911,fight,twitter_video,https://video.twimg.com/ext_tw_video/1236563693304983552/pu/vid/640x640/OCS4YUUMTyw71UhV.mp4,3
912,fight,twitter_video,https://video.twimg.com/ext_tw_video/1236564377505075201/pu/vid/720x720/SjSPXaADU1rIcdf_.mp4,1
913,fight,twitter_video,https://video.twimg.com/ext_tw_video/1236599962084855809/pu/vid/640x360/kQADIL4xbr3yY9vd.mp4,7
914,fight,twitter_video,https://video.twimg.com/ext_tw_video/1236600655684354048/pu/vid/1280x720/Sf1f4UvgWUMZdTt_.mp4,0
915,fight,twitter_video,https://video.twimg.com/ext_tw_video/1236600655684354048/pu/vid/1280x720/Sf1f4UvgWUMZdTt_.mp4,8
916,fight,twitter_video,https://video.twimg.com/ext_tw_video/1236736602166067202/pu/vid/640x640/6NeFOe93CtjNJN_l.mp4,4
917,fight,twitter_video,https://video.twimg.com/ext_tw_video/1236746915758424065/pu/vid/1280x720/Wxv9gOCyTPveNgfL.mp4,0
918,fight,twitter_video,https://video.twimg.com/ext_tw_video/1236746915758424065/pu/vid/1280x720/Wxv9gOCyTPveNgfL.mp4,1
919,fight,twitter_video,https://video.twimg.com/ext_tw_video/1236762614090346497/pu/vid/640x640/i3naDBeiXfMcydrf.mp4,3
920,fight,twitter_video,https://video.twimg.com/ext_tw_video/1236809621488250880/pu/vid/746x720/VnoQCFFrgtAPiao4.mp4,2
921,fight,twitter_video,https://video.twimg.com/ext_tw_video/1236809621488250880/pu/vid/746x720/VnoQCFFrgtAPiao4.mp4,4
922,fight,twitter_video,https://video.twimg.com/ext_tw_video/1236819884249698304/pu/vid/638x360/eRlAUYChw0w6WYi8.mp4,0
923,fight,twitter_video,https://video.twimg.com/ext_tw_video/1236819884249698304/pu/vid/638x360/eRlAUYChw0w6WYi8.mp4,2
924,fight,twitter_video,https://video.twimg.com/ext_tw_video/1236819884249698304/pu/vid/638x360/eRlAUYChw0w6WYi8.mp4,9
925,fight,twitter_video,https://video.twimg.com/ext_tw_video/1236821353430425602/pu/vid/360x450/sJ6sM_TR-GUuiyA3.mp4,0
926,fight,twitter_video,https://video.twimg.com/ext_tw_video/1236821353430425602/pu/vid/360x450/sJ6sM_TR-GUuiyA3.mp4,5
927,fight,twitter_video,https://video.twimg.com/ext_tw_video/1236821353430425602/pu/vid/360x450/sJ6sM_TR-GUuiyA3.mp4,9
928,fight,twitter_video,https://video.twimg.com/ext_tw_video/1236822596060172289/pu/vid/360x640/5hFuvA3SQZ3g3HQo.mp4,0
929,fight,twitter_video,https://video.twimg.com/ext_tw_video/1236822596060172289/pu/vid/360x640/5hFuvA3SQZ3g3HQo.mp4,3
930,fight,twitter_video,https://video.twimg.com/ext_tw_video/1236822596060172289/pu/vid/360x640/5hFuvA3SQZ3g3HQo.mp4,4
931,fight,twitter_video,https://video.twimg.com/ext_tw_video/1236974742890045440/pu/vid/480x480/TKWByfZsjqPKlqA-.mp4,4
932,fight,twitter_video,https://video.twimg.com/ext_tw_video/1237039198399541249/pu/vid/640x640/MQgtZfpHeeOj18aF.mp4,0
933,fight,twitter_video,https://video.twimg.com/ext_tw_video/1237060067737960448/pu/vid/1120x720/euZYwDgG0zyDyCgD.mp4,3
934,fight,twitter_video,https://video.twimg.com/ext_tw_video/1237082508543614977/pu/vid/720x1280/tgU9EUjSoE8rfQiZ.mp4,1
935,fight,twitter_video,https://video.twimg.com/ext_tw_video/1237082508543614977/pu/vid/720x1280/tgU9EUjSoE8rfQiZ.mp4,3
936,fight,twitter_video,https://video.twimg.com/ext_tw_video/1237082508543614977/pu/vid/720x1280/tgU9EUjSoE8rfQiZ.mp4,4
937,fight,twitter_video,https://video.twimg.com/ext_tw_video/1237082508543614977/pu/vid/720x1280/tgU9EUjSoE8rfQiZ.mp4,7
938,fight,twitter_video,https://video.twimg.com/ext_tw_video/1237133276210442245/pu/vid/480x480/sKv2EvzS0dbc_kb5.mp4,2
939,fight,twitter_video,https://video.twimg.com/ext_tw_video/1237133276210442245/pu/vid/480x480/sKv2EvzS0dbc_kb5.mp4,3
940,fight,twitter_video,https://video.twimg.com/ext_tw_video/1237133276210442245/pu/vid/480x480/sKv2EvzS0dbc_kb5.mp4,3
941,fight,twitter_video,https://video.twimg.com/ext_tw_video/1237133276210442245/pu/vid/480x480/sKv2EvzS0dbc_kb5.mp4,5
942,fight,twitter_video,https://video.twimg.com/ext_tw_video/1237133276210442245/pu/vid/480x480/sKv2EvzS0dbc_kb5.mp4,8
943,fight,twitter_video,https://video.twimg.com/ext_tw_video/1237136468713385984/pu/vid/720x720/Pq2SXlk2hxj-V14u.mp4,4
944,fight,twitter_video,https://video.twimg.com/ext_tw_video/1237217441144594432/pu/vid/744x720/haneX_O6R9MlzyAm.mp4,1
945,fight,twitter_video,https://video.twimg.com/ext_tw_video/1237218846400012288/pu/vid/766x720/IZ-Gsglqpw-0QUdo.mp4,0
946,fight,twitter_video,https://video.twimg.com/ext_tw_video/1237218846400012288/pu/vid/766x720/IZ-Gsglqpw-0QUdo.mp4,2
947,fight,twitter_video,https://video.twimg.com/ext_tw_video/1237275884064735233/pu/vid/406x720/tiVSkddtC8zUIlPW.mp4,0
948,fight,twitter_video,https://video.twimg.com/ext_tw_video/1237275884064735233/pu/vid/406x720/tiVSkddtC8zUIlPW.mp4,1
949,fight,twitter_video,https://video.twimg.com/ext_tw_video/1237435460441583617/pu/vid/640x640/x-b9EnCgQez_d1Fs.mp4,3
950,fight,twitter_video,https://video.twimg.com/ext_tw_video/1237436916796137473/pu/vid/320x400/JbYJtRyBenAyWkrK.mp4,2
951,fight,twitter_video,https://video.twimg.com/ext_tw_video/1237484934106841088/pu/vid/640x640/DdK3rADfn0A_Y04h.mp4,2
952,fight,twitter_video,https://video.twimg.com/ext_tw_video/1237493241848770560/pu/vid/720x896/ULMq3GpX0NCAroz4.mp4,4
953,fight,twitter_video,https://video.twimg.com/ext_tw_video/1237532602321362944/pu/vid/592x1280/TVUQv-9oP-j6blLE.mp4,6
954,fight,twitter_video,https://video.twimg.com/ext_tw_video/1237532602321362944/pu/vid/592x1280/TVUQv-9oP-j6blLE.mp4,6
955,fight,twitter_video,https://video.twimg.com/ext_tw_video/1237600643683995648/pu/vid/396x720/hAFL43sCao7JqrGv.mp4,0
956,fight,twitter_video,https://video.twimg.com/ext_tw_video/1237600643683995648/pu/vid/396x720/hAFL43sCao7JqrGv.mp4,2
957,fight,twitter_video,https://video.twimg.com/ext_tw_video/1237600643683995648/pu/vid/396x720/hAFL43sCao7JqrGv.mp4,4
958,fight,twitter_video,https://video.twimg.com/ext_tw_video/1237680280023990272/pu/vid/960x720/pwGdyMuXo-l-6f8-.mp4,6
959,fight,twitter_video,https://video.twimg.com/ext_tw_video/1237680280023990272/pu/vid/960x720/pwGdyMuXo-l-6f8-.mp4,8
960,fight,twitter_video,https://video.twimg.com/ext_tw_video/1237714096851738624/pu/vid/1280x720/D0x0FysacoR10V2x.mp4,4
961,fight,twitter_video,https://video.twimg.com/ext_tw_video/1237747611181948928/pu/vid/352x592/xaogfgESfxuqibwJ.mp4,1
962,fight,twitter_video,https://video.twimg.com/ext_tw_video/1237777198314139649/pu/vid/640x352/Sfq3pcA_qR2FIwvT.mp4,4
963,fight,twitter_video,https://video.twimg.com/ext_tw_video/1237779153543262208/pu/vid/1280x720/EcJPQ0gTlQQD8mYA.mp4,0
964,fight,twitter_video,https://video.twimg.com/ext_tw_video/1237779153543262208/pu/vid/1280x720/EcJPQ0gTlQQD8mYA.mp4,1
965,fight,twitter_video,https://video.twimg.com/ext_tw_video/1237779153543262208/pu/vid/1280x720/EcJPQ0gTlQQD8mYA.mp4,3
966,fight,twitter_video,https://video.twimg.com/ext_tw_video/1237779153543262208/pu/vid/1280x720/EcJPQ0gTlQQD8mYA.mp4,5
967,fight,twitter_video,https://video.twimg.com/ext_tw_video/1237826651301523458/pu/vid/640x640/Yif-ptAwUE93ixDf.mp4,6
968,fight,twitter_video,https://video.twimg.com/ext_tw_video/1237888570725027840/pu/vid/720x1238/N-lXKKlzSQUGRtiu.mp4,1
969,fight,twitter_video,https://video.twimg.com/ext_tw_video/1237888570725027840/pu/vid/720x1238/N-lXKKlzSQUGRtiu.mp4,2
970,fight,twitter_video,https://video.twimg.com/ext_tw_video/1237888570725027840/pu/vid/720x1238/N-lXKKlzSQUGRtiu.mp4,6
971,fight,twitter_video,https://video.twimg.com/ext_tw_video/1237908835991502849/pu/vid/720x720/EYS01261wiLknqgP.mp4,6
972,fight,twitter_video,https://video.twimg.com/ext_tw_video/1237909603565871105/pu/vid/592x1280/2cu0LDwqmFoEuYnx.mp4,2
973,fight,twitter_video,https://video.twimg.com/ext_tw_video/1237935455775141888/pu/vid/720x894/p_rsUYQwxcN_Yz8t.mp4,0
974,fight,twitter_video,https://video.twimg.com/ext_tw_video/1237935455775141888/pu/vid/720x894/p_rsUYQwxcN_Yz8t.mp4,1
975,fight,twitter_video,https://video.twimg.com/ext_tw_video/1237935455775141888/pu/vid/720x894/p_rsUYQwxcN_Yz8t.mp4,2
976,fight,twitter_video,https://video.twimg.com/ext_tw_video/1237935455775141888/pu/vid/720x894/p_rsUYQwxcN_Yz8t.mp4,3
977,fight,twitter_video,https://video.twimg.com/ext_tw_video/1237935455775141888/pu/vid/720x894/p_rsUYQwxcN_Yz8t.mp4,4
978,fight,twitter_video,https://video.twimg.com/ext_tw_video/1237935455775141888/pu/vid/720x894/p_rsUYQwxcN_Yz8t.mp4,5
979,fight,twitter_video,https://video.twimg.com/ext_tw_video/1237935455775141888/pu/vid/720x894/p_rsUYQwxcN_Yz8t.mp4,5
980,fight,twitter_video,https://video.twimg.com/ext_tw_video/1238143667325583364/pu/vid/848x480/GWNhRIs2toscuITF.mp4,7
981,fight,twitter_video,https://video.twimg.com/ext_tw_video/1238153534501240833/pu/vid/406x720/rSjT3DxeV8YsqSZH.mp4,0
982,fight,twitter_video,https://video.twimg.com/ext_tw_video/1238153534501240833/pu/vid/406x720/rSjT3DxeV8YsqSZH.mp4,1
983,fight,twitter_video,https://video.twimg.com/ext_tw_video/1238153534501240833/pu/vid/406x720/rSjT3DxeV8YsqSZH.mp4,2
984,fight,twitter_video,https://video.twimg.com/ext_tw_video/1238153534501240833/pu/vid/406x720/rSjT3DxeV8YsqSZH.mp4,5
985,fight,twitter_video,https://video.twimg.com/ext_tw_video/1238153534501240833/pu/vid/406x720/rSjT3DxeV8YsqSZH.mp4,6
986,fight,twitter_video,https://video.twimg.com/ext_tw_video/1238153534501240833/pu/vid/406x720/rSjT3DxeV8YsqSZH.mp4,7
987,fight,twitter_video,https://video.twimg.com/ext_tw_video/1238214538090229761/pu/vid/406x634/mhCvxvRDtBa8ybnh.mp4,3
988,fight,twitter_video,https://video.twimg.com/ext_tw_video/1238214538090229761/pu/vid/406x634/mhCvxvRDtBa8ybnh.mp4,4
989,fight,twitter_video,https://video.twimg.com/ext_tw_video/1238214538090229761/pu/vid/406x634/mhCvxvRDtBa8ybnh.mp4,7
990,fight,twitter_video,https://video.twimg.com/ext_tw_video/1238214538090229761/pu/vid/406x634/mhCvxvRDtBa8ybnh.mp4,7
991,fight,twitter_video,https://video.twimg.com/ext_tw_video/1238214538090229761/pu/vid/406x634/mhCvxvRDtBa8ybnh.mp4,8
992,fight,twitter_video,https://video.twimg.com/ext_tw_video/1238224990346121216/pu/vid/640x792/_3Gd5KBi7W7C_M0Q.mp4,6
993,fight,twitter_video,https://video.twimg.com/ext_tw_video/1238277576134725632/pu/vid/720x1280/UV_5TJfbR-uS5LHy.mp4,0
994,fight,twitter_video,https://video.twimg.com/ext_tw_video/1238277576134725632/pu/vid/720x1280/UV_5TJfbR-uS5LHy.mp4,4
995,fight,twitter_video,https://video.twimg.com/ext_tw_video/1238277576134725632/pu/vid/720x1280/UV_5TJfbR-uS5LHy.mp4,8
996,fight,twitter_video,https://video.twimg.com/ext_tw_video/1238311599422812160/pu/vid/202x360/d6iCrb1k_hQJjGXz.mp4,0
997,fight,twitter_video,https://video.twimg.com/ext_tw_video/1238312170825400320/pu/vid/352x640/xjqVzJA3pCkbdH_9.mp4,0
998,fight,twitter_video,https://video.twimg.com/ext_tw_video/1238312170825400320/pu/vid/352x640/xjqVzJA3pCkbdH_9.mp4,2
999,fight,twitter_video,https://video.twimg.com/ext_tw_video/1238312170825400320/pu/vid/352x640/xjqVzJA3pCkbdH_9.mp4,3
1000,fight,twitter_video,https://video.twimg.com/ext_tw_video/1238369786779725826/pu/vid/360x640/5U87SKgvC3t-LjAZ.mp4,2
1001,fight,twitter_video,https://video.twimg.com/ext_tw_video/1238473748581437440/pu/vid/640x800/t5lj6G56aj7BDtWx.mp4,0
1002,fight,twitter_video,https://video.twimg.com/ext_tw_video/1238473748581437440/pu/vid/640x800/t5lj6G56aj7BDtWx.mp4,1
1003,fight,twitter_video,https://video.twimg.com/ext_tw_video/1238473928919715841/pu/vid/480x480/gNaxjFQyGCuVfryC.mp4,2
1004,fight,twitter_video,https://video.twimg.com/ext_tw_video/1238474140040007680/pu/vid/480x480/eAO_j5lugk6AQwCh.mp4,4
1005,fight,twitter_video,https://video.twimg.com/ext_tw_video/1238476288136011776/pu/vid/640x640/jQbf_uhRa2sqHO0Q.mp4,1
1006,fight,twitter_video,https://video.twimg.com/ext_tw_video/1238479304981348358/pu/vid/720x1280/4BRs_w549q1Ktu3S.mp4,3
1007,fight,twitter_video,https://video.twimg.com/ext_tw_video/1238479304981348358/pu/vid/720x1280/4BRs_w549q1Ktu3S.mp4,4
1008,fight,twitter_video,https://video.twimg.com/ext_tw_video/1238578484856918017/pu/vid/720x900/-IpcuaywtjDSO1Sr.mp4,5
1009,fight,twitter_video,https://video.twimg.com/ext_tw_video/1238600054908182528/pu/vid/480x852/-ksM7oetA5lmqBtH.mp4,1
1010,fight,twitter_video,https://video.twimg.com/ext_tw_video/1238620283939901440/pu/vid/360x640/v98Z09ccZJqE2K2B.mp4,9
1011,fight,twitter_video,https://video.twimg.com/ext_tw_video/1238685924730359808/pu/vid/480x640/SceawkqXsexCavX6.mp4,6
1012,fight,twitter_video,https://video.twimg.com/ext_tw_video/1238713959043170306/pu/vid/480x480/hkerAiWdHG_FfMTn.mp4,0
1013,fight,twitter_video,https://video.twimg.com/ext_tw_video/1238713959043170306/pu/vid/480x480/hkerAiWdHG_FfMTn.mp4,8
1014,fight,twitter_video,https://video.twimg.com/ext_tw_video/1238825640310091776/pu/vid/272x480/IB7vDK9SFfJ-9zhM.mp4,6
1015,fight,twitter_video,https://video.twimg.com/ext_tw_video/1239130760755458048/pu/vid/1280x720/SurMXTobrGi3sX0T.mp4,4
1016,fight,twitter_video,https://video.twimg.com/ext_tw_video/1239202130998820864/pu/vid/640x360/pp3znwB_kVx5BMlz.mp4,1
1017,fight,twitter_video,https://video.twimg.com/ext_tw_video/1239202130998820864/pu/vid/640x360/pp3znwB_kVx5BMlz.mp4,3
1018,fight,twitter_video,https://video.twimg.com/ext_tw_video/1239202130998820864/pu/vid/640x360/pp3znwB_kVx5BMlz.mp4,4
1019,fight,twitter_video,https://video.twimg.com/ext_tw_video/1239211360107614209/pu/vid/720x720/1pW7cuYHUGudtDck.mp4,0
1020,fight,twitter_video,https://video.twimg.com/ext_tw_video/1239211360107614209/pu/vid/720x720/1pW7cuYHUGudtDck.mp4,1
1021,fight,twitter_video,https://video.twimg.com/ext_tw_video/1239211360107614209/pu/vid/720x720/1pW7cuYHUGudtDck.mp4,2
1022,fight,twitter_video,https://video.twimg.com/ext_tw_video/1239213659567665152/pu/vid/640x1280/8uNJhvXv-0-YixcU.mp4,0
1023,fight,twitter_video,https://video.twimg.com/ext_tw_video/1239213659567665152/pu/vid/640x1280/8uNJhvXv-0-YixcU.mp4,9
1024,fight,twitter_video,https://video.twimg.com/ext_tw_video/1239215931856912384/pu/vid/640x1280/uap77fnlTSxM5EYg.mp4,4
1025,fight,twitter_video,https://video.twimg.com/ext_tw_video/1239242691705278466/pu/vid/592x1280/jzZTIp4KkzQB1RL0.mp4,8
1026,fight,twitter_video,https://video.twimg.com/ext_tw_video/1239270320554549250/pu/vid/360x712/icEPbtzlcamhT0R6.mp4,4
1027,fight,twitter_video,https://video.twimg.com/ext_tw_video/1239271104772014081/pu/vid/360x532/dhrbgQ8woCkqjcgZ.mp4,2
1028,fight,twitter_video,https://video.twimg.com/ext_tw_video/1239345106899132416/pu/vid/720x1280/CupY835WB0mNTNzs.mp4,3
1029,fight,twitter_video,https://video.twimg.com/ext_tw_video/1239345232728207360/pu/vid/640x800/iAvaw0QaVdcvUJVB.mp4,1
1030,fight,twitter_video,https://video.twimg.com/ext_tw_video/1239345232728207360/pu/vid/640x800/iAvaw0QaVdcvUJVB.mp4,4
1031,fight,twitter_video,https://video.twimg.com/ext_tw_video/1239350642814091264/pu/vid/480x480/2rVI5x1M6_kO70PS.mp4,1
1032,fight,twitter_video,https://video.twimg.com/ext_tw_video/1239350642814091264/pu/vid/480x480/2rVI5x1M6_kO70PS.mp4,1
1033,fight,twitter_video,https://video.twimg.com/ext_tw_video/1239353745311436806/pu/vid/736x720/Vk567GQ4gjcaPoKB.mp4,4
1034,fight,twitter_video,https://video.twimg.com/ext_tw_video/1239478626275536896/pu/vid/720x720/FAjBj-sLeYXOBy21.mp4,0
1035,fight,twitter_video,https://video.twimg.com/ext_tw_video/1239549968169476105/pu/vid/720x1272/TORO8BU8GiNhcWJL.mp4,3
1036,fight,twitter_video,https://video.twimg.com/ext_tw_video/1239561861143683073/pu/vid/404x720/cgqcnqp64KT4OoaG.mp4,2
1037,fight,twitter_video,https://video.twimg.com/ext_tw_video/1239605439727382533/pu/vid/480x864/qXNWKLY5aGlLWwnM.mp4,0
1038,fight,twitter_video,https://video.twimg.com/ext_tw_video/1239605439727382533/pu/vid/480x864/qXNWKLY5aGlLWwnM.mp4,2
1039,fight,twitter_video,https://video.twimg.com/ext_tw_video/1239671116039323648/pu/vid/720x952/bU8zE4iVHjB6aVyX.mp4,2
1040,fight,twitter_video,https://video.twimg.com/ext_tw_video/1239700665544388608/pu/vid/720x720/4J8BngDYnMuL2HJ7.mp4,2
1041,fight,twitter_video,https://video.twimg.com/ext_tw_video/1239711901749334017/pu/vid/720x720/4fy3HpLD4A02Ac29.mp4,2
1042,fight,twitter_video,https://video.twimg.com/ext_tw_video/1239711901749334017/pu/vid/720x720/4fy3HpLD4A02Ac29.mp4,4
1043,fight,twitter_video,https://video.twimg.com/ext_tw_video/1239749469069086721/pu/vid/720x1162/PWG-Dwn9-G4VOJEh.mp4,8
1044,fight,twitter_video,https://video.twimg.com/ext_tw_video/1239769621504425986/pu/vid/592x1280/ks9lNVlwrW8jc4Yj.mp4,0
1045,fight,twitter_video,https://video.twimg.com/ext_tw_video/1239771364971687936/pu/vid/406x720/CJvA8hnguF_GnCro.mp4,2
1046,fight,twitter_video,https://video.twimg.com/ext_tw_video/1239771364971687936/pu/vid/406x720/CJvA8hnguF_GnCro.mp4,8
1047,fight,twitter_video,https://video.twimg.com/ext_tw_video/1239787935152693249/pu/vid/480x600/oNQNTRyl9QVB84L5.mp4,0
1048,fight,twitter_video,https://video.twimg.com/ext_tw_video/1239991065911996418/pu/vid/406x720/0K24CxuMzMEApseg.mp4,0
1049,fight,twitter_video,https://video.twimg.com/ext_tw_video/1239991065911996418/pu/vid/406x720/0K24CxuMzMEApseg.mp4,4
1050,fight,twitter_video,https://video.twimg.com/ext_tw_video/1239995809388564480/pu/vid/720x900/_EpgvmVLXuK0YCPX.mp4,5
1051,fight,twitter_video,https://video.twimg.com/ext_tw_video/1239995809388564480/pu/vid/720x900/_EpgvmVLXuK0YCPX.mp4,7
1052,fight,twitter_video,https://video.twimg.com/ext_tw_video/1239995809388564480/pu/vid/720x900/_EpgvmVLXuK0YCPX.mp4,8
1053,fight,twitter_video,https://video.twimg.com/ext_tw_video/1240019969628409860/pu/vid/480x480/SXM8FRYojloCtSCy.mp4,1
1054,fight,twitter_video,https://video.twimg.com/ext_tw_video/1240098906089742336/pu/vid/720x1280/GAcaSXe_y8KPNRF3.mp4,0
1055,fight,twitter_video,https://video.twimg.com/ext_tw_video/1240107106553847808/pu/vid/512x640/q41IrJ5VuZjjO1Cl.mp4,2
1056,fight,twitter_video,https://video.twimg.com/ext_tw_video/1240107106553847808/pu/vid/512x640/q41IrJ5VuZjjO1Cl.mp4,7
1057,fight,twitter_video,https://video.twimg.com/ext_tw_video/1240113645838913536/pu/vid/720x720/fIi8u6OMegjNaYgf.mp4,6
1058,fight,twitter_video,https://video.twimg.com/ext_tw_video/1240120835786125315/pu/vid/480x480/hsaQo69HuV06XcRm.mp4,5
1059,fight,twitter_video,https://video.twimg.com/ext_tw_video/1240125837690765312/pu/vid/720x972/ljKGou6Gy1r74DnR.mp4,3
1060,fight,twitter_video,https://video.twimg.com/ext_tw_video/1240125837690765312/pu/vid/720x972/ljKGou6Gy1r74DnR.mp4,6
1061,fight,twitter_video,https://video.twimg.com/ext_tw_video/1240131851144048645/pu/vid/720x1280/5J42QSLtaIvNHGht.mp4,1
1062,fight,twitter_video,https://video.twimg.com/ext_tw_video/1240131851144048645/pu/vid/720x1280/5J42QSLtaIvNHGht.mp4,6
1063,fight,twitter_video,https://video.twimg.com/ext_tw_video/1240145361169256448/pu/vid/614x1070/0h2bJ5FapvreFWm9.mp4,0
1064,fight,twitter_video,https://video.twimg.com/ext_tw_video/1240145361169256448/pu/vid/614x1070/0h2bJ5FapvreFWm9.mp4,4
1065,fight,twitter_video,https://video.twimg.com/ext_tw_video/1240145361169256448/pu/vid/614x1070/0h2bJ5FapvreFWm9.mp4,9
1066,fight,twitter_video,https://video.twimg.com/ext_tw_video/1240148276483100682/pu/vid/628x1078/yKHeox7peOoI3kEv.mp4,0
1067,fight,twitter_video,https://video.twimg.com/ext_tw_video/1240148276483100682/pu/vid/628x1078/yKHeox7peOoI3kEv.mp4,6
1068,fight,twitter_video,https://video.twimg.com/ext_tw_video/1240151187158163458/pu/vid/610x1080/iQthOgnKc39X9h7y.mp4,0
1069,fight,twitter_video,https://video.twimg.com/ext_tw_video/1240281022941593601/pu/vid/404x718/wbLNORF8LBJOrdq8.mp4,1
1070,fight,twitter_video,https://video.twimg.com/ext_tw_video/1240281022941593601/pu/vid/404x718/wbLNORF8LBJOrdq8.mp4,3
1071,fight,twitter_video,https://video.twimg.com/ext_tw_video/1240325821421834241/pu/vid/640x794/dcAd0B_d4XOahklZ.mp4,3
1072,fight,twitter_video,https://video.twimg.com/ext_tw_video/1240325821421834241/pu/vid/640x794/dcAd0B_d4XOahklZ.mp4,3
1073,fight,twitter_video,https://video.twimg.com/ext_tw_video/1240340287194529792/pu/vid/720x878/VYxxw1zdCXA9ixVn.mp4,5
1074,fight,twitter_video,https://video.twimg.com/ext_tw_video/1240344949981417473/pu/vid/640x640/ziBA-gTK1nlrDICg.mp4,0
1075,fight,twitter_video,https://video.twimg.com/ext_tw_video/1240344949981417473/pu/vid/640x640/ziBA-gTK1nlrDICg.mp4,1
1076,fight,twitter_video,https://video.twimg.com/ext_tw_video/1240344949981417473/pu/vid/640x640/ziBA-gTK1nlrDICg.mp4,2
1077,fight,twitter_video,https://video.twimg.com/ext_tw_video/1240394704182804483/pu/vid/402x720/2tcg46aUH8gAdTbo.mp4,4
1078,fight,twitter_video,https://video.twimg.com/ext_tw_video/1240394704182804483/pu/vid/402x720/2tcg46aUH8gAdTbo.mp4,8
1079,fight,twitter_video,https://video.twimg.com/ext_tw_video/1240692224972722177/pu/vid/790x720/JOQCqeK6zPOZYxW9.mp4,1
1080,fight,twitter_video,https://video.twimg.com/ext_tw_video/1240692224972722177/pu/vid/790x720/JOQCqeK6zPOZYxW9.mp4,5
1081,fight,twitter_video,https://video.twimg.com/ext_tw_video/1240754738628628486/pu/vid/720x1280/7KJg0OkH-q3LlMgt.mp4,0
1082,fight,twitter_video,https://video.twimg.com/ext_tw_video/1240754738628628486/pu/vid/720x1280/7KJg0OkH-q3LlMgt.mp4,6
1083,fight,twitter_video,https://video.twimg.com/ext_tw_video/1240754979868225537/pu/vid/720x1280/lXUL88J29NJJHQwM.mp4,0
1084,fight,twitter_video,https://video.twimg.com/ext_tw_video/1240754979868225537/pu/vid/720x1280/lXUL88J29NJJHQwM.mp4,1
1085,fight,twitter_video,https://video.twimg.com/ext_tw_video/1240754979868225537/pu/vid/720x1280/lXUL88J29NJJHQwM.mp4,5
1086,fight,twitter_video,https://video.twimg.com/ext_tw_video/1240806634399715329/pu/vid/640x640/TYuNxtynDQp52TK4.mp4,3
1087,fight,twitter_video,https://video.twimg.com/ext_tw_video/1240860598117601282/pu/vid/720x1280/UOazEOISqGKHw9zX.mp4,0
1088,fight,twitter_video,https://video.twimg.com/ext_tw_video/1240860598117601282/pu/vid/720x1280/UOazEOISqGKHw9zX.mp4,1
